"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
tbip_q3_eai6_q1,index_questionnaire_3,,radio,"1. If possible, would you prefer to keep people from knowing about your TB?","0, No | 1, Not sure | 2, Possibly yes | 3, Yes",,,,,,[tbip_sc_ini_days_calc]>=14,y,LV,,tbip_q3_emic,,
tbip_q3_eai6_q2,index_questionnaire_3,,radio,"2. Have you discussed your TB with the person you consider closest to you, the one whom you usually feel you can talk to most easily?  ","0, No | 1, Not sure | 2, Possibly yes | 3, Yes",,,,,,[tbip_sc_ini_days_calc]>=14,y,LV,,tbip_q3_emic,,
tbip_q3_eai6_q3,index_questionnaire_3,,radio,"3. Do you think less of yourself because of your TB? Has it reduced your pride or self-respect? ","0, No | 1, Not sure | 2, Possibly yes | 3, Yes",,,,,,[tbip_sc_ini_days_calc]>=14,y,LV,,tbip_q3_emic,,
tbip_q3_eai6_q4,index_questionnaire_3,,radio,"4. Have you ever been made to feel ashamed or embarrassed because of your TB?","0, No | 1, Not sure | 2, Possibly yes | 3, Yes",,,,,,[tbip_sc_ini_days_calc]>=14,y,LV,,tbip_q3_emic,,
tbip_q3_eai6_q5,index_questionnaire_3,,radio,"5. Do your neighbours, colleagues or others in your community have less respect for you because of your TB?","0, No | 1, Not sure | 2, Possibly yes | 3, Yes",,,,,,[tbip_sc_ini_days_calc]>=14,y,LV,,tbip_q3_emic,,
tbip_q3_eai6_q6,index_questionnaire_3,,radio,"6. Do you feel others have avoided you because of your TB?","0, No | 1, Not sure | 2, Possibly yes | 3, Yes",,,,,,[tbip_sc_ini_days_calc]>=14,y,LV,,tbip_q3_emic,,
tbip_q3_eai6_q7,index_questionnaire_3,,radio,"7. Would some people refuse to visit your home because of your TB?","0, No | 1, Not sure | 2, Possibly yes | 3, Yes",,,,,,[tbip_sc_ini_days_calc]>=14,y,LV,,tbip_q3_emic,,
tbip_q3_eai6_q8,index_questionnaire_3,,radio,"8. If they knew about it would your neighbours, colleagues or others in your community think less of your family because of your TB?","0, No | 1, Not sure | 2, Possibly yes | 3, Yes",,,,,,[tbip_sc_ini_days_calc]>=14,y,LV,,tbip_q3_emic,,
tbip_q3_eai6_q9,index_questionnaire_3,,radio,"9. Do you feel that your TB might cause social problems for your children in the community?","0, No | 1, Not sure | 2, Possibly yes | 3, Yes",,,,,,[tbip_sc_ini_days_calc]>=14,y,LV,,tbip_q3_emic,,
tbip_q3_eai6_q10,index_questionnaire_3,,radio,"10. (Unmarried only) Do you feel that your TB has caused problems in getting married?","0, No | 1, Not sure | 2, Possibly yes | 3, Yes",,,,,,"[tbip_sc_ini_days_calc]>=14 and ([tbid_s1_q5]='3' or [tbid_s1_q5]='4' or [tbid_s1_q5]='5')",y,LV,,tbip_q3_emic,,
tbip_q3_eai6_q11,index_questionnaire_3,,radio,"11. (Married only) Do you feel that your TB has caused problems in your marriage?","0, No | 1, Not sure | 2, Possibly yes | 3, Yes",,,,,,"[tbip_sc_ini_days_calc]>=14 and ([tbid_s1_q5]='1' or [tbid_s1_q5]='2' )",y,LV,,tbip_q3_emic,,
tbip_q3_eai6_q12,index_questionnaire_3,,radio,"12. Do you feel that your TB makes it difficult for someone else in your family to marry? ","0, No | 1, Not sure | 2, Possibly yes | 3, Yes",,,,,,[tbip_sc_ini_days_calc]>=14,y,LV,,tbip_q3_emic,,
tbip_q3_eai6_q13,index_questionnaire_3,,radio,"13. Have you been asked to stay away from work or social groups?","0, No | 1, Not sure | 2, Possibly yes | 3, Yes",,,,,,[tbip_sc_ini_days_calc]>=14,y,LV,,tbip_q3_emic,,
tbip_q3_eai6_q14,index_questionnaire_3,,radio,"14. Have you decided on your own to stay away from work or social groups?","0, No | 1, Not sure | 2, Possibly yes | 3, Yes",,,,,,[tbip_sc_ini_days_calc]>=14,y,LV,,tbip_q3_emic,,
tbip_q3_dep_instruct,index_questionnaire_3,"<div class=""rich-text-field-label""><h6 style=""text-align: center;""> SECTION 29: DEPRESSION STIGMA SCALE</h6> <p style=""text-align: center;""> </p></div>",descriptive,"<div class=""rich-text-field-label""><h6 style=""text-align: left;""><span style=""color: #236fa1;"">The following section is about <span style=""text-decoration: underline;"">your beliefs about depression</span>.</span><span style=""color: #236fa1;""> Please indicate whether you Strongly Agree, Agree, Disagree or Strongly Disagree with each of the following statements</span></h6></div>",,,,,,,"[tbip_q1_language_prefer]<>""""",,,,,,
tbip_q3_dep1,index_questionnaire_3,,radio,"1. People with depression could stop being depressed if they wanted.","1, Strongly Disagree | 2, Disagree | 3, Neither Disagree nor Agree | 4, Agree | 5, Strongly Agree",,,,,,"[tbip_q1_language_prefer]<>""""",y,,,tbip_q3_dss,,
tbip_q3_dep2,index_questionnaire_3,,radio,"2. Depression is a sign of weakness.","1, Strongly Disagree | 2, Disagree | 3, Neither Disagree nor Agree | 4, Agree | 5, Strongly Agree",,,,,,"[tbip_q1_language_prefer]<>""""",y,,,tbip_q3_dss,,
tbip_q3_dep3,index_questionnaire_3,,radio,"3, Depression is not a real medical illness.","1, Strongly Disagree | 2, Disagree | 3, Neither Disagree nor Agree | 4, Agree | 5, Strongly Agree",,,,,,"[tbip_q1_language_prefer]<>""""",y,,,tbip_q3_dss,,
tbip_q3_dep4,index_questionnaire_3,,radio,"4. People with depression are dangerous.","1, Strongly Disagree | 2, Disagree | 3, Neither Disagree nor Agree | 4, Agree | 5, Strongly Agree",,,,,,"[tbip_q1_language_prefer]<>""""",y,,,tbip_q3_dss,,
tbip_q3_dep5,index_questionnaire_3,,radio,"5. It is best to avoid people with depression so you don't become depressed yourself.","1, Strongly Disagree | 2, Disagree | 3, Neither Disagree nor Agree | 4, Agree | 5, Strongly Agree",,,,,,"[tbip_q1_language_prefer]<>""""",y,,,tbip_q3_dss,,
tbip_q3_dep6,index_questionnaire_3,,radio,"6. People with depression are lazy.","1, Strongly Disagree | 2, Disagree | 3, Neither Disagree nor Agree | 4, Agree | 5, Strongly Agree",,,,,,"[tbip_q1_language_prefer]<>""""",y,,,tbip_q3_dss,,
tbip_q3_dep7,index_questionnaire_3,,radio,"7. If I had depression I would not tell anyone.","1, Strongly Disagree | 2, Disagree | 3, Neither Disagree nor Agree | 4, Agree | 5, Strongly Agree",,,,,,"[tbip_q1_language_prefer]<>""""",y,,,tbip_q3_dss,,
tbip_q3_dep8,index_questionnaire_3,,radio,"8. I would not employ someone if I knew they had been depressed.","1, Strongly Disagree | 2, Disagree | 3, Neither Disagree nor Agree | 4, Agree | 5, Strongly Agree",,,,,,"[tbip_q1_language_prefer]<>""""",y,,,tbip_q3_dss,,
tbip_q3_dep9,index_questionnaire_3,,radio,"9. I would not vote for a politician if I knew they had been depressed.","1, Strongly Disagree | 2, Disagree | 3, Neither Disagree nor Agree | 4, Agree | 5, Strongly Agree",,,,,,"[tbip_q1_language_prefer]<>""""",y,,,tbip_q3_dss,,
tbip_q3_aa_instruct,index_questionnaire_3,"<div class=""rich-text-field-label""><h6 style=""text-align: center;""> SECTION 30: ALCOHOL ABUSE STIGMA SCALE - ADAPTED DSS</h6> <p style=""text-align: center;""> </p></div>",descriptive,"<div class=""rich-text-field-label""><h6><span style=""color: #236fa1;"">The following section is about <span style=""text-decoration: underline;"">your beliefs about alcohol abuse</span>.</span><span style=""color: #236fa1;""> Please indicate whether you Strongly Agree, Agree, Disagree or Strongly Disagree with each of the following statements</span></h6></div>",,,,,,,"[tbip_q1_language_prefer]<>""""",,,,,,
tbip_q3_aa_10,index_questionnaire_3,,radio,"10.People who abuse alcohol could stop if they wanted.","1, Strongly Disagree | 2, Disagree | 3, Neither Disagree nor Agree | 4, Agree | 5, Strongly Agree",,,,,,"[tbip_q1_language_prefer]<>""""",y,,,tbip_q3_aa,,
tbip_q3_aa_11,index_questionnaire_3,,radio,"11.Alcohol abuse is a sign of weakness.","1, Strongly Disagree | 2, Disagree | 3, Neither Disagree nor Agree | 4, Agree | 5, Strongly Agree",,,,,,"[tbip_q1_language_prefer]<>""""",y,,,tbip_q3_aa,,
tbip_q3_aa_12,index_questionnaire_3,,radio,"12.Alcohol abuse is not a real medical illness.","1, Strongly Disagree | 2, Disagree | 3, Neither Disagree nor Agree | 4, Agree | 5, Strongly Agree",,,,,,"[tbip_q1_language_prefer]<>""""",y,,,tbip_q3_aa,,
tbip_q3_aa_13,index_questionnaire_3,,radio,"13.People who abuse alcohol are dangerous.","1, Strongly Disagree | 2, Disagree | 3, Neither Disagree nor Agree | 4, Agree | 5, Strongly Agree",,,,,,"[tbip_q1_language_prefer]<>""""",y,,,tbip_q3_aa,,
tbip_q3_aa_14,index_questionnaire_3,,radio,"14.It is best to avoid people who abuse alcohol so you don't start abusing alcohol yourself.","1, Strongly Disagree | 2, Disagree | 3, Neither Disagree nor Agree | 4, Agree | 5, Strongly Agree",,,,,,"[tbip_q1_language_prefer]<>""""",y,,,tbip_q3_aa,,
tbip_q3_aa_15,index_questionnaire_3,,radio,"15.People who abuse alcohol are lazy.","1, Strongly Disagree | 2, Disagree | 3, Neither Disagree nor Agree | 4, Agree | 5, Strongly Agree",,,,,,"[tbip_q1_language_prefer]<>""""",y,,,tbip_q3_aa,,
tbip_q3_aa_16,index_questionnaire_3,,radio,"16.If I abused alcohol I would not tell anyone","1, Strongly Disagree | 2, Disagree | 3, Neither Disagree nor Agree | 4, Agree | 5, Strongly Agree",,,,,,"[tbip_q1_language_prefer]<>""""",y,,,tbip_q3_aa,,
tbip_q3_aa_17,index_questionnaire_3,,radio,"17.I would not employ someone if I knew they had previously abused alcohol.","1, Strongly Disagree | 2, Disagree | 3, Neither Disagree nor Agree | 4, Agree | 5, Strongly Agree",,,,,,"[tbip_q1_language_prefer]<>""""",y,,,tbip_q3_aa,,
tbip_q3_aa_18,index_questionnaire_3,,radio,"18.I would not vote for a politician if I knew they had previously abused alcohol.","1, Strongly Disagree | 2, Disagree | 3, Neither Disagree nor Agree | 4, Agree | 5, Strongly Agree",,,,,,"[tbip_q1_language_prefer]<>""""",y,,,tbip_q3_aa,,
tbip_q3_da_instruct,index_questionnaire_3,"<div class=""rich-text-field-label""><h6 style=""text-align: center;""> SECTION 31: DRUG ABUSE STIGMA SCALE - ADAPTED DSS</h6> <p style=""text-align: center;""> </p></div>",descriptive,"<div class=""rich-text-field-label""><h6><span style=""color: #236fa1;"">The following section is about <span style=""text-decoration: underline;"">your beliefs about drug abuse</span>.</span><span style=""color: #236fa1;""> Please indicate whether you Strongly Agree, Agree, Disagree or Strongly Agree with each of the following statements.</span></h6></div>",,,,,,,"[tbip_q1_language_prefer]<>""""",,,,,,
tbip_q3_da_19,index_questionnaire_3,,radio,"19.People who abuse drugs could stop if they wanted.","1, Strongly Disagree | 2, Disagree | 3, Neither Disagree nor Agree | 4, Agree | 5, Strongly Agree",,,,,,"[tbip_q1_language_prefer]<>""""",y,,,tbip_q3_da,,
tbip_q3_da_20,index_questionnaire_3,,radio,"20.Drug abuse is a sign of weakness.","1, Strongly Disagree | 2, Disagree | 3, Neither Disagree nor Agree | 4, Agree | 5, Strongly Agree",,,,,,"[tbip_q1_language_prefer]<>""""",y,,,tbip_q3_da,,
tbip_q3_da_21,index_questionnaire_3,,radio,"21.Drug abuse is not a real medical illness","1, Strongly Disagree | 2, Disagree | 3, Neither Disagree nor Agree | 4, Agree | 5, Strongly Agree",,,,,,"[tbip_q1_language_prefer]<>""""",y,,,tbip_q3_da,,
tbip_q3_da_22,index_questionnaire_3,,radio,"22.People who abuse drugs are dangerous.","1, Strongly Disagree | 2, Disagree | 3, Neither Disagree nor Agree | 4, Agree | 5, Strongly Agree",,,,,,"[tbip_q1_language_prefer]<>""""",y,,,tbip_q3_da,,
tbip_q3_da_23,index_questionnaire_3,,radio,"23.It is best to avoid people who abuse drug so you don't start abusing drugs yourself.","1, Strongly Disagree | 2, Disagree | 3, Neither Disagree nor Agree | 4, Agree | 5, Strongly Agree",,,,,,"[tbip_q1_language_prefer]<>""""",y,,,tbip_q3_da,,
tbip_q3_da_24,index_questionnaire_3,,radio,"24.People who abuse drugs are lazy.","1, Strongly Disagree | 2, Disagree | 3, Neither Disagree nor Agree | 4, Agree | 5, Strongly Agree",,,,,,"[tbip_q1_language_prefer]<>""""",y,,,tbip_q3_da,,
tbip_q3_da_25,index_questionnaire_3,,radio,"25.If I abused drugs I would not tell anyone.","1, Strongly Disagree | 2, Disagree | 3, Neither Disagree nor Agree | 4, Agree | 5, Strongly Agree",,,,,,"[tbip_q1_language_prefer]<>""""",y,,,tbip_q3_da,,
tbip_q3_da_26,index_questionnaire_3,,radio,"26.I would not employ someone if I knew they had previously abused drugs.","1, Strongly Disagree | 2, Disagree | 3, Neither Disagree nor Agree | 4, Agree | 5, Strongly Agree",,,,,,"[tbip_q1_language_prefer]<>""""",y,,,tbip_q3_da,,
tbip_q3_da_27,index_questionnaire_3,,radio,"27.I would not vote for a politician if I knew they had previously abused drugs.","1, Strongly Disagree | 2, Disagree | 3, Neither Disagree nor Agree | 4, Agree | 5, Strongly Agree",,,,,,"[tbip_q1_language_prefer]<>""""",y,,,tbip_q3_da,,
tbip_q3_au_instruct,index_questionnaire_3,"<div class=""rich-text-field-label""><h6 style=""text-align: center;""> SECTION 32: ALCOHOL USE - TB STIGMA SCALE (ADAPTED DSS)</h6> <p style=""text-align: center;""> </p></div>",descriptive,"<div class=""rich-text-field-label""><h6><span style=""color: #236fa1;"">The following section is about <span style=""text-decoration: underline;"">your beliefs about alcohol use and TB.</span></span><span style=""color: #236fa1;""> Please indicate whether you Strongly Agree, Agree, Disagree or Strongly Disgree with each of the following statements.</span></h6></div>",,,,,,,"[tbip_q1_language_prefer]<>""""",,,,,,
tbip_q3_au_28,index_questionnaire_3,,radio,"28.People who have TB  and drink alcohol should be ashamed of themselves.","1, Strongly Disagree | 2, Disagree | 3, Neither Disagree nor Agree | 4, Agree | 5, Strongly Agree",,,,,,"[tbip_q1_language_prefer]<>""""",y,,,tbip_q3_tb,,
tbip_q3_au_29,index_questionnaire_3,,radio,"29.People who have TB and stop drinking alcohol are more responsible.","1, Strongly Disagree | 2, Disagree | 3, Neither Disagree nor Agree | 4, Agree | 5, Strongly Agree",,,,,,"[tbip_q1_language_prefer]<>""""",y,,,tbip_q3_tb,,
tbip_q3_au_30,index_questionnaire_3,,radio,"30.People who have TB should not be allowed to drink alcohol.","1, Strongly Disagree | 2, Disagree | 3, Neither Disagree nor Agree | 4, Agree | 5, Strongly Agree",,,,,,"[tbip_q1_language_prefer]<>""""",y,,,tbip_q3_tb,,
tbip_q3_au_31,index_questionnaire_3,,radio,"31.The nurses at the clinic should reprimand people who have TB and drink alcohol.","1, Strongly Disagree | 2, Disagree | 3, Neither Disagree nor Agree | 4, Agree | 5, Strongly Agree",,,,,,"[tbip_q1_language_prefer]<>""""",y,,,tbip_q3_tb,,
tbip_q3_au_32,index_questionnaire_3,,radio,"32.People who drink alcohol should not be allowed to take their TB medication.","1, Strongly Disagree | 2, Disagree | 3, Neither Disagree nor Agree | 4, Agree | 5, Strongly Agree",,,,,,"[tbip_q1_language_prefer]<>""""",y,,,tbip_q3_tb,,
tbip_q3_ql_intro_index,index_questionnaire_3,,descriptive,"Think about your life in the last two weeks. After each question, assess your feelings and indicate what is the best answer for you.",,,,,,,,,,,,," @HIDDEN"
tbip_q3_ql_q1,index_questionnaire_3,"<h6 style=""text-align: center;""><span style=""font-weight: normal;"">Please read each question, assess your feelings, and circle the number on the scale for each question that gives the best answer for you. BREF</h6>",radio,"How would you rate your quality of life?","1, Very poor | 2, Poor | 3, Neither poor nor good | 4, Good | 5, Very good",,,,,,"[tbip_q1_language_prefer]<>""""",y,,,tbip_q3_ql2,,
tbip_q3_ql_q2,index_questionnaire_3,,radio,"How satisfied are you with your health?","1, Very poor | 2, Poor | 3, Neither poor nor good | 4, Good | 5, Very good",,,,,,"[tbip_q1_language_prefer]<>""""",y,,,tbip_q3_ql2,,
tbip_q3_ql_instruct,index_questionnaire_3,,descriptive,"The following questions ask about how much you have experienced certain things in the last two weeks.",,,,,,,,,,,,," @HIDDEN"
tbip_q3_ql_q3,index_questionnaire_3,"<h6 style=""text-align: center;""><span style=""font-weight: normal;"">The following questions ask about how much you have experienced certain things in the last two weeks.</h6>",radio,"To what extent do you feel that (physical) pain prevents you from doing what you need to do?","1, Not at all | 2, A little | 3, A moderate amount | 4, Very much | 5, An extreme amount",,,,,,"[tbip_q1_language_prefer]<>""""",y,,,tbip_q3_ql9,,
tbip_q3_ql_q4,index_questionnaire_3,,radio,"How much do you need any medical treatment to function in your daily life?","1, Not at all | 2, A little | 3, A moderate amount | 4, Very much | 5, An extreme amount",,,,,,"[tbip_q1_language_prefer]<>""""",y,,,tbip_q3_ql9,,
tbip_q3_ql_q5,index_questionnaire_3,,radio,"How much do you enjoy life?","1, Not at all | 2, A little | 3, A moderate amount | 4, Very much | 5, An extreme amount",,,,,,"[tbip_q1_language_prefer]<>""""",y,,,tbip_q3_ql9,,
tbip_q3_ql_q6,index_questionnaire_3,,radio,"To what extent do you feel your life to be meaningful?","1, Not at all | 2, A little | 3, A moderate amount | 4, Very much | 5, An extreme amount",,,,,,"[tbip_q1_language_prefer]<>""""",y,,,tbip_q3_ql9,,
tbip_q3_ql_q7,index_questionnaire_3,,radio,"How well are you able to concentrate?","1, Not at all | 2, A little | 3, A moderate amount | 4, Very much | 5, An extreme amount",,,,,,"[tbip_q1_language_prefer]<>""""",y,,,tbip_q3_ql9,,
tbip_q3_ql_q8,index_questionnaire_3,,radio,"How safe do you feel in your daily life?","1, Not at all | 2, A little | 3, A moderate amount | 4, Very much | 5, An extreme amount",,,,,,"[tbip_q1_language_prefer]<>""""",y,,,tbip_q3_ql9,,
tbip_q3_ql_q9,index_questionnaire_3,,radio,"How healthy is your physical environment?","1, Not at all | 2, A little | 3, A moderate amount | 4, Very much | 5, An extreme amount",,,,,,"[tbip_q1_language_prefer]<>""""",y,,,tbip_q3_ql9,,
tbip_q3_ql_instruct_2,index_questionnaire_3,,descriptive,"The following questions ask about how completely you experience or were able to do certain things in the last two weeks",,,,,,,,,,,,," @HIDDEN"
tbip_q3_ql_10,index_questionnaire_3,"<h6 style=""text-align: center;""><span style=""font-weight: normal;"">The following questions ask about how completely you experience or were able to do certain things in the last two weeks.</h6>",radio,"Do you have enough energy for everyday life?","1, Not at all | 2, A little | 3, Moderately | 4, Mostly | 5, Completely",,,,,,"[tbip_q1_language_prefer]<>""""",y,,,tbip_q3_ql14,,
tbip_q3_ql_11,index_questionnaire_3,,radio,"Are you able to accept your bodily appearance?","1, Not at all | 2, A little | 3, Moderately | 4, Mostly | 5, Completely",,,,,,"[tbip_q1_language_prefer]<>""""",y,,,tbip_q3_ql14,,
tbip_q3_ql_12,index_questionnaire_3,,radio,"Have you enough money to meet your needs?","1, Not at all | 2, A little | 3, Moderately | 4, Mostly | 5, Completely",,,,,,"[tbip_q1_language_prefer]<>""""",y,,,tbip_q3_ql14,,
tbip_q3_ql_13,index_questionnaire_3,,radio,"How available to you is the information that you need in your day-to-day life?","1, Not at all | 2, A little | 3, Moderately | 4, Mostly | 5, Completely",,,,,,"[tbip_q1_language_prefer]<>""""",y,,,tbip_q3_ql14,,
tbip_q3_ql_14,index_questionnaire_3,,radio,"To what extent do you have the opportunity for leisure activities?","1, Not at all | 2, A little | 3, Moderately | 4, Mostly | 5, Completely",,,,,,"[tbip_q1_language_prefer]<>""""",y,,,tbip_q3_ql14,,
tbip_q3_ql_q15,index_questionnaire_3,,radio,"How well are you able to get around?","1, Very poor | 2, Poor | 3, Neither poor nor good | 4, Good | 5, Very good",,,,,,"[tbip_q1_language_prefer]<>""""",y,LV,,,,
tbip_q3_ql_instruct_3,index_questionnaire_3,,descriptive,"The following questions ask you to say how good or satisfied you have felt about various aspects of your life over the
last two weeks.",,,,,,,,,,,,," @HIDDEN"
tbip_q3_ql_16,index_questionnaire_3,"<h6 style=""text-align: center;""><span style=""font-weight: normal;"">The following questions ask you to say how good or satisfied you have felt about various aspects of your life over the last two weeks.</h6>",radio,"How satisfied are you with your sleep?","1, Very dissatisfied | 2, Dissatisfied | 3, Neither satisfied nor dissatisfied | 4, Satisfied | 5, Very satisfied",,,,,,"[tbip_q1_language_prefer]<>""""",y,,,tbip_q3_ql25,,
tbip_q3_ql_17,index_questionnaire_3,,radio,"How satisfied are you with your ability to perform your daily living activities?","1, Very dissatisfied | 2, Dissatisfied | 3, Neither satisfied nor dissatisfied | 4, Satisfied | 5, Very satisfied",,,,,,"[tbip_q1_language_prefer]<>""""",y,,,tbip_q3_ql25,,
tbip_q3_ql_18,index_questionnaire_3,,radio,"How satisfied are you with your capacity for work?","1, Very dissatisfied | 2, Dissatisfied | 3, Neither satisfied nor dissatisfied | 4, Satisfied | 5, Very satisfied",,,,,,"[tbip_q1_language_prefer]<>""""",y,,,tbip_q3_ql25,,
tbip_q3_ql_19,index_questionnaire_3,,radio,"How satisfied are you with yourself?","1, Very dissatisfied | 2, Dissatisfied | 3, Neither satisfied nor dissatisfied | 4, Satisfied | 5, Very satisfied",,,,,,"[tbip_q1_language_prefer]<>""""",y,,,tbip_q3_ql25,,
tbip_q3_ql_20,index_questionnaire_3,,radio,"How satisfied are you with your personal relationships?","1, Very dissatisfied | 2, Dissatisfied | 3, Neither satisfied nor dissatisfied | 4, Satisfied | 5, Very satisfied",,,,,,"[tbip_q1_language_prefer]<>""""",y,,,tbip_q3_ql25,,
tbip_q3_ql_21,index_questionnaire_3,,radio,"How satisfied are you with your sex life?","1, Very dissatisfied | 2, Dissatisfied | 3, Neither satisfied nor dissatisfied | 4, Satisfied | 5, Very satisfied",,,,,,"[tbip_q1_language_prefer]<>""""",y,,,tbip_q3_ql25,,
tbip_q3_ql_22,index_questionnaire_3,,radio,"How satisfied are you with the support you get from your friends?","1, Very dissatisfied | 2, Dissatisfied | 3, Neither satisfied nor dissatisfied | 4, Satisfied | 5, Very satisfied",,,,,,"[tbip_q1_language_prefer]<>""""",y,,,tbip_q3_ql25,,
tbip_q3_ql_23,index_questionnaire_3,,radio,"How satisfied are you with the conditions of your living place?","1, Very dissatisfied | 2, Dissatisfied | 3, Neither satisfied nor dissatisfied | 4, Satisfied | 5, Very satisfied",,,,,,"[tbip_q1_language_prefer]<>""""",y,,,tbip_q3_ql25,,
tbip_q3_ql_24,index_questionnaire_3,,radio,"How satisfied are you with your access to health services?","1, Very dissatisfied | 2, Dissatisfied | 3, Neither satisfied nor dissatisfied | 4, Satisfied | 5, Very satisfied",,,,,,"[tbip_q1_language_prefer]<>""""",y,,,tbip_q3_ql25,,
tbip_q3_ql_25,index_questionnaire_3,,radio,"How satisfied are you with your transport?","1, Very dissatisfied | 2, Dissatisfied | 3, Neither satisfied nor dissatisfied | 4, Satisfied | 5, Very satisfied",,,,,,"[tbip_q1_language_prefer]<>""""",y,,,tbip_q3_ql25,,
tbip_q3_ql_q26,index_questionnaire_3,,radio,"How often do you have negative feelings such as blue mood, despair, anxiety, depression?","1, Never | 2, Seldom | 3, Quite often | 4, Very often | 5, Always",,,,,,"[tbip_q1_language_prefer]<>""""",y,LV,,,,
tbip_q3_part_instruct_end_e,index_questionnaire_3,"<div class=""rich-text-field-label""></div>",descriptive,"<div class=""rich-text-field-label""><p style=""text-align: center;""> </p> <p style=""text-align: center;""><span style=""color: #843fa1;"">THANK YOU, YOU ARE DONE!</span><br /><br /><br /></p> <p style=""text-align: center;""> </p></div>",,,,,,,"[tbip_q1_language_prefer]<>""""",,,,,,
tbip_q3_end_time,index_questionnaire_3,,text,"Questionnaire/s end time:",,,time,,,,"[tbip_q1_language_prefer]<>""""",y,LH,,,,
tbip_q3_duration,index_questionnaire_3,,calc,"Time taken to complete data collection.","datediff([tbip_q3_end_time], [tbip_sc_start_time],'h')",,,,,,"[tbip_q1_language_prefer]<>""""",,,,,,
tbip_q3_save_instruct,index_questionnaire_3,,descriptive,"<div class=""rich-text-field-label""><p style=""text-align: center;""><span style=""color: #2dc26b;"">Note to FW: Please check whether all fields on this form are completed properly. <br /><br />Once done, select unverified then save and exit. <br /><br />You can proceed to the next form. </span></p></div>",,,,,,,"[tbip_q1_language_prefer]<>""""",,,,,,
tbip_q3_comments,index_questionnaire_3,"<center> Notes

",notes,Notes,,,,,,,,,,,,,
tbip_q3_save,index_questionnaire_3,"<center> Saving Instruction

",descriptive,"<font color=""BLUE""><strong> MARK THIS FORM AS UNVERIFIED.YOU ARE DONE WITH DATA COLLECTION FOR THIS PARTICIPANT. SELECT SAVE AND ""EXIT FORM"". 
",,,,,,,"[tbip_q1_language_prefer]<>""""",,,,,,
tbip_f3_eps_proceed,index_follow_up_questionnaire_3,"<div class=""rich-text-field-label""><h6 style=""text-align: center;""> SECTION 22: COMMUNITIES ADVANCING RESILIENCE TOOLKIT (CART)</h6> <p style=""text-align: center;""> </p></div>",descriptive,"<div class=""rich-text-field-label""><h6><span style=""color: #236fa1;"">The following statements are <span style=""text-decoration: underline;"">possible descriptions of the community where you live</span>. Please indicate whether you agree or disagree with each statement by selecting the appropriate response.</span></h6></div>",,,,,,,,,LV,,,,
tbip_f3_cart1,index_follow_up_questionnaire_3,,radio,"1. People in the community where I live feel like they belong  to the community","1, Strongly Disagree | 2, Disagree | 3, Neither Disagree nor Agree | 4, Agree | 5, Strongly Agree",,,,,,,y,,,tbip_f3_cart1,,
tbip_f3_cart2,index_follow_up_questionnaire_3,,radio,"2. People in the community where I live are committed to  the well-being of the community.","1, Strongly Disagree | 2, Disagree | 3, Neither Disagree nor Agree | 4, Agree | 5, Strongly Agree",,,,,,,y,,,tbip_f3_cart1,,
tbip_f3_cart3,index_follow_up_questionnaire_3,,radio,"3. People in the community where I live have hope about the future.","1, Strongly Disagree | 2, Disagree | 3, Neither Disagree nor Agree | 4, Agree | 5, Strongly Agree",,,,,,,y,,,tbip_f3_cart1,,
tbip_f3_cart4,index_follow_up_questionnaire_3,,radio,"4. People in the community where I live help each other.","1, Strongly Disagree | 2, Disagree | 3, Neither Disagree nor Agree | 4, Agree | 5, Strongly Agree",,,,,,,y,,,tbip_f3_cart1,,
tbip_f3_cart5,index_follow_up_questionnaire_3,,radio,"5. The community where I live treats people fairly no matter  what their background is.","1, Strongly Disagree | 2, Disagree | 3, Neither Disagree nor Agree | 4, Agree | 5, Strongly Agree",,,,,,,y,,,tbip_f3_cart1,,
tbip_f3_cart6,index_follow_up_questionnaire_3,,radio,"6. The community where I live supports programs for           children and families.","1, Strongly Disagree | 2, Disagree | 3, Neither Disagree nor Agree | 4, Agree | 5, Strongly Agree",,,,,,,y,,,tbip_f3_cart1,,
tbip_f3_cart7,index_follow_up_questionnaire_3,,radio,"7. People in the community where I live work together to improve the community.","1, Strongly Disagree | 2, Disagree | 3, Neither Disagree nor Agree | 4, Agree | 5, Strongly Agree",,,,,,,y,,,tbip_f3_cart1,,
tbip_f3_cart8,index_follow_up_questionnaire_3,,radio,"8. People in the community where I live can be trusted.","1, Strongly Disagree | 2, Disagree | 3, Neither Disagree nor Agree | 4, Agree | 5, Strongly Agree",,,,,,,y,,,tbip_f3_cart1,,
tbip_f3_cart9,index_follow_up_questionnaire_3,,radio,"9. The community where I live has the resources it needs to take care of problems in the community (Resources may include money, information, technology, tools, materials, and services)","1, Strongly Disagree | 2, Disagree | 3, Neither Disagree nor Agree | 4, Agree | 5, Strongly Agree",,,,,,,y,,,tbip_f3_cart1,,
