English,Xhosa,Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
1,,e6_eng,questionnaires,,radio,People you work with,"4, Trust them alot|3, Some|2, Only a little|1, Not at all|0, Doesn't apply",,,,,,[ques_language] = '1',y,,,e5_18,,
1,,e7_eng,questionnaires,,radio,People at your church or place of worship,"4, Trust them alot|3, Some|2, Only a little|1, Not at all|0, Doesn't apply",,,,,,[ques_language] = '1',y,,,e5_18,,
1,,e8_eng,questionnaires,,radio,People who work in the stores where you shop,"4, Trust them alot|3, Some|2, Only a little|1, Not at all|0, Doesn't apply",,,,,,[ques_language] = '1',y,,,e5_18,,
1,,e9_eng,questionnaires,,radio,"The local news sources, for example ""Radio, Television, Newspapers, Loudspeaker""","4, Trust them alot|3, Some|2, Only a little|1, Not at all|0, Doesn't apply",,,,,,[ques_language] = '1',y,,,e5_18,,
1,,e10_eng,questionnaires,,radio,"Your online social network, for example ""WhatsApp, Facebook, Instagram, Twitter, TikTok""","4, Trust them alot|3, Some|2, Only a little|1, Not at all|0, Doesn't apply",,,,,,[ques_language] = '1',y,,,e5_18,,
1,,e11_eng,questionnaires,,radio,The police in your community,"4, Trust them alot|3, Some|2, Only a little|1, Not at all|0, Doesn't apply",,,,,,[ques_language] = '1',y,,,e5_18,,
1,,e12_eng,questionnaires,,radio,Xhosa people,"4, Trust them alot|3, Some|2, Only a little|1, Not at all|0, Doesn't apply",,,,,,[ques_language] = '1',y,,,e5_18,,
1,,e13_eng,questionnaires,,radio,Zulu people,"4, Trust them alot|3, Some|2, Only a little|1, Not at all|0, Doesn't apply",,,,,,[ques_language] = '1',y,,,e5_18,,
1,,e14_eng,questionnaires,,radio,"Other Black South Africans, for example ""Venda, Sotho, Ndebele, Tswana, Tsonga, Pedi""","4, Trust them alot|3, Some|2, Only a little|1, Not at all|0, Doesn't apply",,,,,,[ques_language] = '1',y,,,e5_18,,
1,,e15_eng,questionnaires,,radio,Colored people,"4, Trust them alot|3, Some|2, Only a little|1, Not at all|0, Doesn't apply",,,,,,[ques_language] = '1',y,,,e5_18,,
1,,e16_eng,questionnaires,,radio,Indian people,"4, Trust them alot|3, Some|2, Only a little|1, Not at all|0, Doesn't apply",,,,,,[ques_language] = '1',y,,,e5_18,,
1,,e17_eng,questionnaires,,radio,White people,"4, Trust them alot|3, Some|2, Only a little|1, Not at all|0, Doesn't apply",,,,,,[ques_language] = '1',y,,,e5_18,,
1,,e18_eng,questionnaires,,radio,"People who are from other African countries, for example Zimbabwe, Mozambique, or Nigeria","4, Trust them alot|3, Some|2, Only a little|1, Not at all|0, Doesn't apply",,,,,,[ques_language] = '1',y,,,e5_18,,
,,instruct2,questionnaires,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #236fa1;"">This set of questions asks about different interactions you may have with people who live in the same community as you.</span></p></div>",,,,,,,[ques_language] = '1',,,,,,
1,,e21_eng,questionnaires,,radio,How likely is it that a neighbour would help you when you are sick?,"3, Very Likely|2, Somewhat Likely|1, Not Likely at all",,,,,,[ques_language] = '1',y,,,e19_28,,
1,,e22_eng,questionnaires,,radio,How likely is it that you would help a neighbour when he/she is sick?,"3, Very Likely|2, Somewhat Likely|1, Not Likely at all",,,,,,[ques_language] = '1',y,,,e19_28,,
1,,e23_eng,questionnaires,,radio,How likely is it that a neighbour would keep an eye on your home while you are away?,"3, Very Likely|2, Somewhat Likely|1, Not Likely at all",,,,,,[ques_language] = '1',y,,,e19_28,,
1,,e24_eng,questionnaires,,radio,How likely is it that a neighbour would lend/borrow you R250?,"3, Very Likely|2, Somewhat Likely|1, Not Likely at all",,,,,,[ques_language] = '1',y,,,e19_28,,
1,,e25_eng,questionnaires,,radio,How likely is it that you would lend a neighbour R250?,"3, Very Likely|2, Somewhat Likely|1, Not Likely at all",,,,,,[ques_language] = '1',y,,,e19_28,,
1,,e26_eng,questionnaires,,radio,How likely is it that you would lend  a neighbor R60 to take public transportation?,"3, Very Likely|2, Somewhat Likely|1, Not Likely at all",,,,,,[ques_language] = '1',y,,,e19_28,,
1,,e27_eng,questionnaires,,radio,How likely is it that a neighbour would lend/borrow you some salt?,"3, Very Likely|2, Somewhat Likely|1, Not Likely at all",,,,,,[ques_language] = '1',y,,,e19_28,,
1,,e28_eng,questionnaires,,radio,How likely is it that you would lend a neighbour some salt?,"3, Very Likely|2, Somewhat Likely|1, Not Likely at all",,,,,,[ques_language] = '1',y,,,e19_28,,
,,instruction,questionnaires,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #236fa1;"">Now imagine you lost a wallet or purse that contained R250 and your contact detail. How likely is it to be returned to you by the following people?</span></p></div>",,,,,,,[ques_language] = '1',,,,,,
1,,e29_eng,questionnaires,,radio,Found and returned to you by someone who lives in the same community as you?,"3, Very Likely|2, Somewhat Likely|1, Not Likely at all",,,,,,[ques_language] = '1',y,,,e29_30,,
1,,e30_eng,questionnaires,,radio,Found and returned to you by a complete stranger?,"3, Very Likely|2, Somewhat Likely|1, Not Likely at all",,,,,,[ques_language] = '1',y,,,e29_30,,
,,instruct22,questionnaires,,descriptive,"<div class=""rich-text-field-label""><p style=""margin-bottom: 8.0pt; line-height: 106%;""><span style=""color: #236fa1;"">Ezi nkcazelo zingezantsi zimalunga <span style=""text-decoration: underline;"">nothungelwano lobudlelwane phakathi kwabantu kwindawo ohlala kuyo</span>.</span></p> <p style=""margin-bottom: 8.0pt; line-height: 106%;""><span style=""color: #236fa1;"">Ingaba uyavumelana okanye awuvumelani neengxelo ezingabantu balendawo uhlala kuyo?</span></p></div>",,,,,,,[ques_language] = '2',,,,,,
,1,e1_xho,questionnaires,,radio,1. Abantu kwindawo endihlala kuyo banobuhlobo,"1, Andivumi kakhulu|2, Andivumi|3, Ndiyavuma|4, Ndiyavuma kakhulu",,,,,,[ques_language] = '2',y,,,e1_3_xho,,
,1,e2_xho,questionnaires,,radio,2. Abantu bendawo endihlala kuyo bayancedana ngaphandle kokucelwa,"1, Andivumi kakhulu|2, Andivumi|3, Ndiyavuma|4, Ndiyavuma kakhulu",,,,,,[ques_language] = '2',y,,,e1_3_xho,,
,1,e3_xho,questionnaires,,radio,3. Abantu kwindawo endihlala kuyo bayabathemba abamelwane babo,"1, Andivumi kakhulu|2, Andivumi|3, Ndiyavuma|4, Ndiyavuma kakhulu",,,,,,[ques_language] = '2',y,,,e1_3_xho,,
,1,e4_xho,questionnaires,,radio,"Ngoku ndifuna ukubuza imibuzo malunga nendlela obajonga ngayo abanye abantu

Ngokuqhelekileyo, ingaba ubuya kuthi abantu abaninzi banokuthenjwa okanye awunokulumkela kakhulu ukusebenzisana nabantu?","1, Abantu abanokuthenjwa|2, Awungekhe ulumke kakhulu|3, Kuyaxhomekeka",,,,,,[ques_language] = '2',y,,,,,
,,instruct25,questionnaires,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #236fa1;"">Singathanda ukwazi ukuba <span style=""text-decoration: underline;"">uwathemba kangakanani amaqela ohlukeneyo abantu okanye imithombo yolwazi.</span> Ngokuqhelekileyo, ingaba unokuthi unokubathemba kakhulu, abanye, kancinane kuphela, okanye ungabathembi kwaphela?</span></p></div>",,,,,,,[ques_language] = '2',,,,,,
,1,e5_xho,questionnaires,,radio,Abantu kwindawo ohlala kuyo,"4, Ndibathemba bonke|3, Abanye|2, Kancinci|1, Andibathembi kwaphela|0, Ayingeni",,,,,,[ques_language] = '2',y,,,e5_18_xho,,
,1,e6_xho,questionnaires,,radio,Abantu osebenza nabo,"4, Ndibathemba bonke|3, Abanye|2, Kancinci|1, Andibathembi kwaphela|0, Ayingeni",,,,,,[ques_language] = '2',y,,,e5_18_xho,,
,1,e7_xho,questionnaires,,radio,Abantu basecaweni yakho okanye kwindawo okhonza kuyo,"4, Ndibathemba bonke|3, Abanye|2, Kancinci|1, Andibathembi kwaphela|0, Ayingeni",,,,,,[ques_language] = '2',y,,,e5_18_xho,,
,1,e8_xho,questionnaires,,radio,Abantu abasebenza kwiivenkile othenga kuzo,"4, Ndibathemba bonke|3, Abanye|2, Kancinci|1, Andibathembi kwaphela|0, Ayingeni",,,,,,[ques_language] = '2',y,,,e5_18_xho,,
,1,e9_xho,questionnaires,,radio,"Imithombo yendaba yasekuhlaleni, umzekelo unomathotholo, umabona-kude, amaphepha ndaba, isandisi-lizwi","4, Ndibathemba bonke|3, Abanye|2, Kancinci|1, Andibathembi kwaphela|0, Ayingeni",,,,,,[ques_language] = '2',y,,,e5_18_xho,,
,1,e10_xho,questionnaires,,radio,"Inethiwekhi yakho yoluntu kwi-intanethi, umzekelo ""WhatsApp, Facebook, Instagram, Twitter, TikTok""","4, Ndibathemba bonke|3, Abanye|2, Kancinci|1, Andibathembi kwaphela|0, Ayingeni",,,,,,[ques_language] = '2',y,,,e5_18_xho,,
,1,e11_xho,questionnaires,,radio,Amapolisa kwindawo yakho yokuhlala,"4, Ndibathemba bonke|3, Abanye|2, Kancinci|1, Andibathembi kwaphela|0, Ayingeni",,,,,,[ques_language] = '2',y,,,e5_18_xho,,
,1,e12_xho,questionnaires,,radio,AmaXhosa,"4, Ndibathemba bonke|3, Abanye|2, Kancinci|1, Andibathembi kwaphela|0, Ayingeni",,,,,,[ques_language] = '2',y,,,e5_18_xho,,
,1,e13_xho,questionnaires,,radio,AmaZulu,"4, Ndibathemba bonke|3, Abanye|2, Kancinci|1, Andibathembi kwaphela|0, Ayingeni",,,,,,[ques_language] = '2',y,,,e5_18_xho,,
,1,e14_xho,questionnaires,,radio,"Abanye abantu abamnyama baseMzantsi Afrika, umzekelo ""Venda, Sotho, Ndebele, Tswana, Tsonga, Pedi""","4, Ndibathemba bonke|3, Abanye|2, Kancinci|1, Andibathembi kwaphela|0, Ayingeni",,,,,,[ques_language] = '2',y,,,e5_18_xho,,
,1,e15_xho,questionnaires,,radio,Abantu bebala,"4, Ndibathemba bonke|3, Abanye|2, Kancinci|1, Andibathembi kwaphela|0, Ayingeni",,,,,,[ques_language] = '2',y,,,e5_18_xho,,
,1,e16_xho,questionnaires,,radio,Amandiya,"4, Ndibathemba bonke|3, Abanye|2, Kancinci|1, Andibathembi kwaphela|0, Ayingeni",,,,,,[ques_language] = '2',y,,,e5_18_xho,,
,1,e17_xho,questionnaires,,radio,Abantu abamhlophe,"4, Ndibathemba bonke|3, Abanye|2, Kancinci|1, Andibathembi kwaphela|0, Ayingeni",,,,,,[ques_language] = '2',y,,,e5_18_xho,,
,1,e18_xho,questionnaires,,radio,"Abantu bamanye amazwe e-Afrika, Umzekelo; Zimbabwe, Mozambique okanye Nigeria","4, Ndibathemba bonke|3, Abanye|2, Kancinci|1, Andibathembi kwaphela|0, Ayingeni",,,,,,[ques_language] = '2',y,,,e5_18_xho,,
,,instruct26,questionnaires,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #236fa1;"">Le seti yokugqibela yemibuzo ibuza malunga nonxibelelwano olwahlukeneyo onokuba nalo nabantu abahlala kwindawo enye nawe</span></p></div>",,,,,,,[ques_language] = '2',,,,,,
,1,e21_xho,questionnaires,,radio,Angakanani amathuba okuba ummelwane akuncede xa ubugula?,"3, Kunokwenzeka kakhulu|2, Kunokwenzeka|1, Akunokwenzeka kwaphela",,,,,,[ques_language] = '2',y,,,e19_28_xho,,
,1,e22_xho,questionnaires,,radio,Angakanani amathuba okuba uncede ummelwane xa egula?,"3, Kunokwenzeka kakhulu|2, Kunokwenzeka|1, Akunokwenzeka kwaphela",,,,,,[ques_language] = '2',y,,,e19_28_xho,,
,1,e23_xho,questionnaires,,radio,Angakanani amathuba okuba ummelwane abe nokubeka iliso kwikhaya lakho ngoxa ungekho?,"3, Kunokwenzeka kakhulu|2, Kunokwenzeka|1, Akunokwenzeka kwaphela",,,,,,[ques_language] = '2',y,,,e19_28_xho,,
,1,e24_xho,questionnaires,,radio,Angakanani amathuba okuba ummelwane akuboleke i-R250?,"3, Kunokwenzeka kakhulu|2, Kunokwenzeka|1, Akunokwenzeka kwaphela",,,,,,[ques_language] = '2',y,,,e19_28_xho,,
,1,e25_xho,questionnaires,,radio,Angakanani amathuba okuba uboleke ummelwane wakho i-R250?,"3, Kunokwenzeka kakhulu|2, Kunokwenzeka|1, Akunokwenzeka kwaphela",,,,,,[ques_language] = '2',y,,,e19_28_xho,,
,1,e26_xho,questionnaires,,radio,Angakanani amathuba okuba uboleke ummelwane wakho i-R60 yokukhwela isithuthi sikawonke-wonke?,"3, Kunokwenzeka kakhulu|2, Kunokwenzeka|1, Akunokwenzeka kwaphela",,,,,,[ques_language] = '2',y,,,e19_28_xho,,
,1,e27_xho,questionnaires,,radio,Angakanani amathuba okuba ummelwane akuboleke ityuwa?,"3, Kunokwenzeka kakhulu|2, Kunokwenzeka|1, Akunokwenzeka kwaphela",,,,,,[ques_language] = '2',y,,,e19_28_xho,,
,1,e28_xho,questionnaires,,radio,Angakanani amathuba okuba uboleke ummelwane wakho ityuwa?,"3, Kunokwenzeka kakhulu|2, Kunokwenzeka|1, Akunokwenzeka kwaphela",,,,,,[ques_language] = '2',y,,,e19_28_xho,,
,,instruct27,questionnaires,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #236fa1;"">Ngoku khawufane ucinge ukuba uphulukene nesipaji okanye ibhegi esiqulathe imali engange R250 ne nkcukacha zakho zoqhagamshelwano. Angakani amathuba okuba ubuyiselwe kuwe ingaba bantu balandelayo?</span></p></div>",,,,,,,[ques_language] = '2',,,,,,
,1,e29_xho,questionnaires,,radio,Ifunyanwe kwaye ubuyiselwe kuwe ngumntu ohlala kwindawo efana neyakho?,"3, Kunokwenzeka kakhulu|2, Kunokwenzeka|1, Akunokwenzeka kwaphela",,,,,,[ques_language] = '2',y,,,e29_30_xho,,
,1,e30_xho,questionnaires,,radio,Ifunyanwe kwaye ibuyiselwe kuwe ngumntu ongamaziyo ngokupheleleyo?,"3, Kunokwenzeka kakhulu|2, Kunokwenzeka|1, Akunokwenzeka kwaphela",,,,,,[ques_language] = '2',y,,,e29_30_xho,,
,,r_p_men_start_e,questionnaires,,descriptive,"<div class=""rich-text-field-label""><p style=""text-align: left;""><span style=""color: #236fa1;"">The following section is about rights and <span style=""text-decoration: underline;"">Privileges of Men & Equity for Girls.</span></span></p> <p style=""text-align: left;""><span style=""color: #236fa1;"">We are interested in if you agree or disagree with the following statements. Read each statement carefully. Indicate how you feel about each statement.</span></p></div>",,,,,,,[ques_language] = '1',,,,,,
1,,rights_equity_1,questionnaires,,radio,It is important that sons have more education than daughters.,"1, Agree|2, Disagree",,,,,,[ques_language] = '1',y,,,rights_equity,,
1,,rights_equity_2,questionnaires,,radio,Daughters should be sent to school only if they are not needed to help at home.,"1, Agree|2, Disagree",,,,,,[ques_language] = '1',y,,,rights_equity,,
1,,rights_equity_3,questionnaires,,radio,The most important reason that sons should be more educated than daughters is so that they can better look after their parents when they are older.,"1, Agree|2, Disagree",,,,,,[ques_language] = '1',y,,,rights_equity,,
1,,rights_equity_4,questionnaires,,radio,"If there is a limited amount of money to pay for tutoring, it should be spent on sons first.","1, Agree|2, Disagree",,,,,,[ques_language] = '1',y,,,rights_equity,,
1,,rights_equity_5,questionnaires,,radio,A woman should take good care of her own children and not worry about other people's affairs.,"1, Agree|2, Disagree",,,,,,[ques_language] = '1',y,,,rights_equity,,
1,,rights_equity_6,questionnaires,,radio,Women should leave politics to the men.,"1, Agree|2, Disagree",,,,,,[ques_language] = '1',y,,,rights_equity,,
1,,rights_equity_7,questionnaires,,radio,A woman has to have a husband or sons or some other male kinsman to protect her.,"1, Agree|2, Disagree",,,,,,[ques_language] = '1',y,,,rights_equity,,
1,,rights_equity_8,questionnaires,,radio,The only thing a woman can really rely on in her old age is her sons.,"1, Agree|2, Disagree",,,,,,[ques_language] = '1',y,,,rights_equity,,
1,,rights_equity_9,questionnaires,,radio,"A good woman never questions her husband's opinions, even if she is not sure she agrees with them.","1, Agree|2, Disagree",,,,,,[ques_language] = '1',y,,,rights_equity,,
1,,rights_equity_10,questionnaires,,radio,"When it is a question of children's health, it is best to do whatever the father wants.","1, Agree|2, Disagree",,,,,,[ques_language] = '1',y,,,rights_equity,,
1,,rights_equity_11,questionnaires,,radio,Daughters should be able to work outside the home after they have children if they want to.,"1, Agree|2, Disagree",,,,,,[ques_language] = '1',y,,,rights_equity,,
1,,rights_equity_12,questionnaires,,radio,Daughters should have just the same chance to work outside the homes as sons.,"1, Agree|2, Disagree",,,,,,[ques_language] = '1',y,,,rights_equity,,
1,,rights_equity_13,questionnaires,,radio,Daughters should be told that an important reason not to have too many children is so they can work outside the home and earn money.,"1, Agree|2, Disagree",,,,,,[ques_language] = '1',y,,,rights_equity,,
1,,rights_equity_14,questionnaires,,radio,I would like my daughter to be able to work outside the home so she can support herself if necessary.,"1, Agree|2, Disagree",,,,,,[ques_language] = '1',y,,,rights_equity,,
,,r_p_men_start_x,questionnaires,,descriptive,"<div class=""rich-text-field-label""><p style=""text-align: left;""><span style=""color: #236fa1;"">Eli candelo lilandelayo limalunga namalungelo kunye <span style=""text-decoration: underline;"">namaLungelo aMadoda noBulungisa kuMantombazana.</span></span></p> <p style=""text-align: left;""><span style=""color: #236fa1;"">Sinomdla ukuba uyavumelana okanye awuvumelani nezinkcazelo zilandelayo. Funda ingxelo nganye ngononophelo. Bonisa indlela ovakalelwa ngayo ngengxelo nganye.</span></p></div>",,,,,,,[ques_language] = '2',,,,,,
,1,rights_equity_x_1,questionnaires,,radio,Kubalulekile ukuba oonyana bafunde ngaphezulu kwentombi,"1, Ndiyavuma | 2, Andivumi",,,,,,[ques_language] = '2',y,,,rights_equity_x,,
,1,rights_equity_x_2,questionnaires,,radio,Intombi mazithunyelwe esikoloweni ngaphandle kokuba azidingeki endlini.,"1, Ndiyavuma | 2, Andivumi",,,,,,[ques_language] = '2',y,,,rights_equity_x,,
,1,rights_equity_x_3,questionnaires,,radio,Esona sizathu sibalulekileyo sokuba oonyana bafanele bafunde ngakumbi kuneentombi kukuze bakwazi ukukhathalela abazali babo xa sele bekhulile.,"1, Ndiyavuma | 2, Andivumi",,,,,,[ques_language] = '2',y,,,rights_equity_x,,
,1,rights_equity_x_4,questionnaires,,radio,"Ukuba kukho isixa esilinganiselweyo semali yokufundisa, mayisetyenziswe koonyana kuqala.","1, Ndiyavuma | 2, Andivumi",,,,,,[ques_language] = '2',y,,,rights_equity_x,,
,1,rights_equity_x_5,questionnaires,,radio,Umfazi makahoye kakuhle abantwana bakhe angaxhalabiswa zizinto zabanye abantu.,"1, Ndiyavuma | 2, Andivumi",,,,,,[ques_language] = '2',y,,,rights_equity_x,,
,1,rights_equity_x_6,questionnaires,,radio,Umfazi makayekele ipoliti kumadoda,"1, Ndiyavuma | 2, Andivumi",,,,,,[ques_language] = '2',y,,,rights_equity_x,,
,1,rights_equity_x_7,questionnaires,,radio,Umfazi kumele abenomyeni okanye onyana noba ngamadoda osapho azomkhusela,"1, Ndiyavuma | 2, Andivumi",,,,,,[ques_language] = '2',y,,,rights_equity_x,,
,1,rights_equity_x_8,questionnaires,,radio,Eyona nto inye umfazi angaxhomekeka kuyo ebudaleni bakhe ngonyana.,"1, Ndiyavuma | 2, Andivumi",,,,,,[ques_language] = '2',y,,,rights_equity_x,,
,1,rights_equity_x_9,questionnaires,,radio,"Umfazi olungileyo akazibuzi imbono zendoda yakhe,noba akaqinisekanga uba uyavumelana nazo.","1, Ndiyavuma | 2, Andivumi",,,,,,[ques_language] = '2',y,,,rights_equity_x,,
,1,rights_equity_x_10,questionnaires,,radio,"Xa kuza kwimpilo yabantwana, kulungile ukwenza oko kufunwa ngutata wabo","1, Ndiyavuma | 2, Andivumi",,,,,,[ques_language] = '2',y,,,rights_equity_x,,
,1,rights_equity_x_11,questionnaires,,radio,Intombi zivumelekile usebenza ngaphandle kwekhaya xasele benantwana uba bafuna njalo.,"1, Ndiyavuma | 2, Andivumi",,,,,,[ques_language] = '2',y,,,rights_equity_x,,
,1,rights_equity_x_12,questionnaires,,radio,Iintombi zifanele zibe nethuba elifanayo lokusebenza ngaphandle kwamakhaya njengoonyana.,"1, Ndiyavuma | 2, Andivumi",,,,,,[ques_language] = '2',y,,,rights_equity_x,,
,1,rights_equity_x_13,questionnaires,,radio,Intombi kumele zixelelwe isizathu esibalulekileyo songabinabantwana abaninzi kukuba bakwazi usebenza phandle kwekhaya bafumane imali,"1, Ndiyavuma | 2, Andivumi",,,,,,[ques_language] = '2',y,,,rights_equity_x,,
,1,rights_equity_x_14,questionnaires,,radio,Ndingathanda ukuba intombi yam ikwazi ukusebenza ngaphandle kwekhaya ukuze akwazi ukuzihoya xa kunesidingo,"1, Ndiyavuma | 2, Andivumi",,,,,,[ques_language] = '2',y,,,rights_equity_x,,
,,gender_norms_start_e,questionnaires,,descriptive,"<div class=""rich-text-field-label""><p style=""text-align: left;""><span style=""color: #236fa1;"">The following section is about <span style=""text-decoration: underline;"">gender norms</span>.</span></p> <p style=""text-align: left;""><span style=""color: #236fa1;"">We are interested in how much you agree or disagree with the following statements. Read each statement carefully. Indicate how you feel about each statement.</span></p></div>",,,,,,,[ques_language] = '1',,,,,,
1,,gender_norms_1,questionnaires,,radio,A women should tolerate violence to keep her family together.,"0, Do not agree at all|1, Somewhat agree|2, Agree a lot",,,,,,[ques_language] = '1',y,,,gender_norms,,
1,,gender_norms_2,questionnaires,,radio,If someone insults a man he should defend his reputation with force if he has to.,"0, Do not agree at all|1, Somewhat agree|2, Agree a lot",,,,,,[ques_language] = '1',y,,,gender_norms,,
1,,gender_norms_3,questionnaires,,radio,A man using violence against his wife is a private matter that shouldn't be discussed outside the couple.,"0, Do not agree at all|1, Somewhat agree|2, Agree a lot",,,,,,[ques_language] = '1',y,,,gender_norms,,
1,,gender_norms_4,questionnaires,,radio,It is the man who decides what type of sex to have.,"0, Do not agree at all|1, Somewhat agree|2, Agree a lot",,,,,,[ques_language] = '1',y,,,gender_norms,,
1,,gender_norms_5,questionnaires,,radio,Men are always ready to have sex.,"0, Do not agree at all|1, Somewhat agree|2, Agree a lot",,,,,,[ques_language] = '1',y,,,gender_norms,,
1,,gender_norms_6,questionnaires,,radio,Men need sex more than women do.,"0, Do not agree at all|1, Somewhat agree|2, Agree a lot",,,,,,[ques_language] = '1',y,,,gender_norms,,
1,,gender_norms_7,questionnaires,,radio,"You don't talk about sex, you just do it.","0, Do not agree at all|1, Somewhat agree|2, Agree a lot",,,,,,[ques_language] = '1',y,,,gender_norms,,
1,,gender_norms_8,questionnaires,,radio,A women who has sex before she marries does not deserve respect.,"0, Do not agree at all|1, Somewhat agree|2, Agree a lot",,,,,,[ques_language] = '1',y,,,gender_norms,,
1,,gender_norms_9,questionnaires,,radio,Women who carry condoms on them are easy.,"0, Do not agree at all|1, Somewhat agree|2, Agree a lot",,,,,,[ques_language] = '1',y,,,gender_norms,,
1,,gender_norms_10,questionnaires,,radio,It is a woman's responsibility to avoid getting pregnant.,"0, Do not agree at all|1, Somewhat agree|2, Agree a lot",,,,,,[ques_language] = '1',y,,,gender_norms,,
1,,gender_norms_11,questionnaires,,radio,Only when a woman has a child is she a real woman.,"0, Do not agree at all|1, Somewhat agree|2, Agree a lot",,,,,,[ques_language] = '1',y,,,gender_norms,,
1,,gender_norms_12,questionnaires,,radio,A real man produces a male child.,"0, Do not agree at all|1, Somewhat agree|2, Agree a lot",,,,,,[ques_language] = '1',y,,,gender_norms,,
1,,gender_norms_13,questionnaires,,radio,"Changing diapers, giving a bath, and feeding kids are the mother's responsibility.","0, Do not agree at all|1, Somewhat agree|2, Agree a lot",,,,,,[ques_language] = '1',y,,,gender_norms,,
1,,gender_norms_14,questionnaires,,radio,A woman's role is taking care of her home and family.,"0, Do not agree at all|1, Somewhat agree|2, Agree a lot",,,,,,[ques_language] = '1',y,,,gender_norms,,
1,,gender_norms_15,questionnaires,,radio,The husband should decide to buy the major household items.,"0, Do not agree at all|1, Somewhat agree|2, Agree a lot",,,,,,[ques_language] = '1',y,,,gender_norms,,
1,,gender_norms_16,questionnaires,,radio,A man should have the final word about decisions in his home.,"0, Do not agree at all|1, Somewhat agree|2, Agree a lot",,,,,,[ques_language] = '1',y,,,gender_norms,,
1,,gender_norms_17,questionnaires,,radio,A woman should obey her husband in all things.,"0, Do not agree at all|1, Somewhat agree|2, Agree a lot",,,,,,[ques_language] = '1',y,,,gender_norms,,
,,gender_norms_start_x,questionnaires,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #236fa1;"">Eli candelo lilandelayo limalunga <span style=""text-decoration: underline;"">nezithethe zesini</span>.</span><br /><br /><span style=""color: #236fa1;"">Sinomdla wokuba uvumelana kangakanani okanye awuvumelani kangakanani nezi nkcazo zilandelayo. Funda ingxelo nganye ngononophelo. Bonisa indlela ovakalelwa ngayo ngengxelo nganye.</span></p></div>",,,,,,,[ques_language] = '2',,,,,,
,1,gender_norms_1x,questionnaires,,radio,Owasetyhini kufuneka anyamezele ubundlobongela ukugcina usapho lwakhe lumanyene.,"0, Andingqinelani kwaphela | 1, Ndingqina nje | 2, Ndingqina kakhulu",,,,,,[ques_language] = '2',y,,,gender_norms_x,,
,1,gender_norms_2x,questionnaires,,radio,Ukuba umntu uthuka indoda kumele ikhusele isidima sayo ngamandla uba kuyanyanzeleka.,"0, Andingqinelani kwaphela | 1, Ndingqina nje | 2, Ndingqina kakhulu",,,,,,[ques_language] = '2',y,,,gender_norms_x,,
,1,gender_norms_3x,questionnaires,,radio,Indoda ebetha umfazi wayo lomba lowo yimfihlo engamelwe ithethwe ngaphandle kwisibini eso.,"0, Andingqinelani kwaphela | 1, Ndingqina nje | 2, Ndingqina kakhulu",,,,,,[ques_language] = '2',y,,,gender_norms_x,,
,1,gender_norms_4x,questionnaires,,radio,Yindoda egqibayo uba kuya kwabelwana njani isondo.,"0, Andingqinelani kwaphela | 1, Ndingqina nje | 2, Ndingqina kakhulu",,,,,,[ques_language] = '2',y,,,gender_norms_x,,
,1,gender_norms_5x,questionnaires,,radio,Amadoda ahlala ekulungele ukwabelana ngesondo.,"0, Andingqinelani kwaphela | 1, Ndingqina nje | 2, Ndingqina kakhulu",,,,,,[ques_language] = '2',y,,,gender_norms_x,,
,1,gender_norms_6x,questionnaires,,radio,Amadoda aludinga ngaphezu kwamabhinqa isondo.,"0, Andingqinelani kwaphela | 1, Ndingqina nje | 2, Ndingqina kakhulu",,,,,,[ques_language] = '2',y,,,gender_norms_x,,
,1,gender_norms_7x,questionnaires,,radio,"Awuthethi ngezesondo, uyalwenza qha.","0, Andingqinelani kwaphela | 1, Ndingqina nje | 2, Ndingqina kakhulu",,,,,,[ques_language] = '2',y,,,gender_norms_x,,
,1,gender_norms_8x,questionnaires,,radio,Owesifazana owabelanayo ngesondo ngaphandle komtshato akamele kuhlonitshwa.,"0, Andingqinelani kwaphela | 1, Ndingqina nje | 2, Ndingqina kakhulu",,,,,,[ques_language] = '2',y,,,gender_norms_x,,
,1,gender_norms_9x,questionnaires,,radio,Abafazi abaphatha icondom balula.,"0, Andingqinelani kwaphela | 1, Ndingqina nje | 2, Ndingqina kakhulu",,,,,,[ques_language] = '2',y,,,gender_norms_x,,
,1,gender_norms_10x,questionnaires,,radio,Luxanduva lomfazi ukugada ukukhulelwa.,"0, Andingqinelani kwaphela | 1, Ndingqina nje | 2, Ndingqina kakhulu",,,,,,[ques_language] = '2',y,,,gender_norms_x,,
